                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3305,                 1.5938,                  1.488,                0.73712,                0.75387,                0.80356,                0.49187,                 1.3494,                0.89053,                 1.6265,              0.0033278,              0.0033278,              0.0033278
                      2,                 1.2439,                 1.1005,                 1.3792,                0.72193,                0.74141,                0.79125,                0.48347,                 1.3679,                0.94387,                 1.6452,              0.0066281,              0.0066281,              0.0066281
                      3,                  1.302,                  1.211,                 1.4277,                0.67602,                0.63668,                0.67359,                0.38893,                 1.4532,                 1.1632,                 1.7336,              0.0098955,              0.0098955,              0.0098955
                      4,                 1.3419,                  1.299,                 1.4604,                0.75332,                0.69218,                0.76528,                0.46033,                 1.4433,                0.98444,                 1.7037,              0.0098515,              0.0098515,              0.0098515
                      5,                 1.3149,                 1.2368,                 1.4412,                0.71829,                  0.706,                0.75803,                0.46495,                  1.373,                0.96304,                 1.6524,              0.0098515,              0.0098515,              0.0098515
                      6,                 1.2963,                  1.187,                 1.4272,                0.73108,                0.71558,                0.78268,                0.48702,                 1.3718,                0.91346,                 1.6598,               0.009802,               0.009802,               0.009802
                      7,                 1.2767,                 1.1417,                 1.4101,                0.75977,                0.72055,                 0.7945,                0.49569,                 1.3575,                0.87529,                 1.6231,              0.0097525,              0.0097525,              0.0097525
                      8,                 1.2699,                 1.1286,                 1.4107,                0.77256,                0.77259,                0.82859,                 0.5276,                 1.3364,                0.80982,                 1.5893,               0.009703,               0.009703,               0.009703
                      9,                 1.2501,                 1.0739,                 1.3893,                0.79494,                0.76759,                0.83963,                0.53317,                 1.3103,                0.79368,                 1.5717,              0.0096535,              0.0096535,              0.0096535
                     10,                  1.247,                 1.0613,                 1.3861,                0.79557,                0.77221,                0.84955,                0.53569,                 1.3264,                0.80052,                 1.5882,               0.009604,               0.009604,               0.009604
                     11,                 1.2313,                 1.0407,                 1.3769,                0.82267,                0.75084,                 0.8441,                0.53506,                 1.3261,                0.76952,                 1.5744,              0.0095545,              0.0095545,              0.0095545
                     12,                 1.2245,                 1.0162,                 1.3673,                0.84716,                0.78275,                0.87394,                 0.5625,                 1.2886,                 0.7319,                 1.5506,               0.009505,               0.009505,               0.009505
                     13,                  1.215,                 1.0011,                 1.3657,                0.81447,                0.80979,                0.87852,                0.56826,                 1.2875,                0.71116,                 1.5519,              0.0094555,              0.0094555,              0.0094555
                     14,                 1.2108,                0.99372,                 1.3629,                0.87391,                0.78686,                0.88317,                0.57274,                  1.295,                0.70301,                 1.5558,               0.009406,               0.009406,               0.009406
                     15,                 1.2083,                0.98011,                 1.3594,                0.84307,                0.76483,                0.86572,                0.55637,                 1.2939,                0.74106,                 1.5509,              0.0093565,              0.0093565,              0.0093565
                     16,                 1.2002,                0.96235,                 1.3508,                0.82313,                0.80746,                0.87569,                 0.5636,                 1.3031,                 0.7113,                 1.5588,               0.009307,               0.009307,               0.009307
                     17,                 1.1973,                0.95757,                 1.3534,                0.82865,                0.82089,                0.88688,                0.57557,                  1.276,                0.70046,                 1.5229,              0.0092575,              0.0092575,              0.0092575
                     18,                 1.1877,                0.94182,                 1.3429,                0.84957,                 0.7965,                0.87671,                 0.5662,                 1.2809,                 0.7013,                 1.5423,               0.009208,               0.009208,               0.009208
                     19,                 1.1916,                0.93678,                 1.3442,                0.84891,                0.81244,                0.89155,                0.58219,                 1.2676,                0.67636,                 1.5285,              0.0091585,              0.0091585,              0.0091585
                     20,                 1.1814,                0.92574,                 1.3332,                0.84305,                0.82158,                0.89324,                0.57513,                  1.286,                0.67902,                 1.5412,               0.009109,               0.009109,               0.009109
                     21,                 1.1799,                0.92036,                 1.3353,                0.85745,                0.83763,                0.89996,                0.58508,                 1.2806,                0.66637,                 1.5316,              0.0090595,              0.0090595,              0.0090595
                     22,                 1.1756,                0.90765,                  1.335,                0.83952,                0.82572,                0.89435,                0.58928,                 1.2541,                0.65414,                 1.5171,                0.00901,                0.00901,                0.00901
                     23,                 1.1662,                 0.8992,                 1.3292,                0.86999,                0.80316,                0.89669,                0.59223,                 1.2567,                0.65927,                 1.5085,              0.0089605,              0.0089605,              0.0089605
                     24,                 1.1677,                0.89162,                 1.3311,                0.85754,                0.83409,                0.91034,                0.60001,                  1.257,                0.63672,                 1.5054,               0.008911,               0.008911,               0.008911
                     25,                 1.1604,                0.88246,                  1.324,                 0.8841,                0.83426,                0.91329,                0.60068,                 1.2706,                0.63093,                 1.5176,              0.0088615,              0.0088615,              0.0088615
                     26,                 1.1603,                0.88029,                 1.3222,                 0.8651,                0.83985,                0.91411,                0.60324,                 1.2705,                0.63239,                 1.5192,               0.008812,               0.008812,               0.008812
                     27,                 1.1539,                0.86825,                 1.3215,                0.84255,                0.83546,                0.90793,                0.59846,                 1.2557,                0.63128,                 1.5083,              0.0087625,              0.0087625,              0.0087625
                     28,                 1.1515,                0.86503,                 1.3194,                0.86846,                0.83655,                0.91262,                0.60314,                 1.2695,                0.62826,                 1.5162,               0.008713,               0.008713,               0.008713
                     29,                 1.1485,                0.86423,                 1.3166,                0.87666,                0.83653,                0.92037,                0.60744,                 1.2536,                0.61198,                 1.5029,              0.0086635,              0.0086635,              0.0086635
                     30,                 1.1462,                0.84787,                 1.3097,                0.89095,                 0.8355,                0.91888,                0.60512,                 1.2567,                0.60427,                 1.5008,               0.008614,               0.008614,               0.008614
                     31,                 1.1419,                0.84944,                 1.3128,                0.89094,                0.83398,                0.92019,                0.60955,                  1.252,                0.60642,                 1.5065,              0.0085645,              0.0085645,              0.0085645
                     32,                 1.1437,                0.85047,                 1.3161,                0.89574,                0.84956,                0.92446,                0.61329,                 1.2532,                0.59606,                 1.5022,               0.008515,               0.008515,               0.008515
                     33,                 1.1446,                0.83722,                 1.3123,                 0.8745,                0.84774,                0.91651,                0.60558,                 1.2632,                0.60523,                 1.5129,              0.0084655,              0.0084655,              0.0084655
                     34,                 1.1424,                0.83652,                 1.3104,                 0.8678,                0.85942,                0.91766,                0.60929,                 1.2465,                0.60886,                 1.4909,               0.008416,               0.008416,               0.008416
                     35,                 1.1344,                0.83053,                 1.3058,                0.88047,                0.84726,                0.92086,                0.60652,                  1.253,                0.59923,                 1.5035,              0.0083665,              0.0083665,              0.0083665
                     36,                 1.1401,                0.81884,                 1.3081,                  0.879,                0.86386,                0.92773,                0.61347,                 1.2522,                0.59397,                 1.4993,               0.008317,               0.008317,               0.008317
                     37,                 1.1305,                0.81663,                 1.3061,                 0.8859,                0.86266,                0.92871,                0.61558,                 1.2535,                0.58465,                 1.5071,              0.0082675,              0.0082675,              0.0082675
                     38,                 1.1266,                0.80913,                 1.3015,                0.89887,                0.85166,                0.92618,                0.61795,                  1.247,                0.58073,                 1.4969,               0.008218,               0.008218,               0.008218
                     39,                 1.1216,                 0.8035,                 1.3039,                 0.8811,                 0.8637,                0.92735,                0.62063,                 1.2421,                0.57829,                 1.4938,              0.0081685,              0.0081685,              0.0081685
                     40,                 1.1253,                0.80376,                 1.3009,                 0.9008,                0.85159,                0.92721,                 0.6206,                 1.2439,                0.58347,                 1.4908,               0.008119,               0.008119,               0.008119
                     41,                 1.1175,                0.80238,                 1.3006,                0.89795,                0.85718,                0.93134,                0.61964,                 1.2501,                0.57971,                 1.4942,              0.0080695,              0.0080695,              0.0080695
                     42,                 1.1133,                0.80028,                 1.2984,                0.89783,                 0.8455,                0.92866,                0.61897,                 1.2535,                0.57932,                 1.4966,                0.00802,                0.00802,                0.00802
                     43,                 1.1176,                0.78864,                 1.2966,                0.87755,                0.86367,                0.92684,                0.62218,                 1.2402,                0.57879,                 1.4921,              0.0079705,              0.0079705,              0.0079705
                     44,                   1.12,                0.78563,                 1.2983,                0.86973,                0.87386,                0.92871,                0.62399,                 1.2437,                0.57786,                 1.4972,               0.007921,               0.007921,               0.007921
                     45,                 1.1205,                0.78905,                 1.3003,                0.89832,                0.86831,                0.93378,                0.62474,                 1.2435,                0.56934,                 1.4949,              0.0078715,              0.0078715,              0.0078715
                     46,                 1.1148,                0.78788,                 1.2957,                0.89872,                0.86676,                0.93168,                0.62581,                 1.2362,                0.56772,                 1.4884,               0.007822,               0.007822,               0.007822
                     47,                 1.1087,                0.77443,                 1.2936,                 0.9151,                  0.866,                0.93392,                0.62697,                 1.2384,                0.56372,                 1.4871,              0.0077725,              0.0077725,              0.0077725
                     48,                 1.1084,                0.77179,                 1.2884,                0.88636,                0.87779,                0.92977,                0.62136,                 1.2438,                0.56744,                 1.4874,               0.007723,               0.007723,               0.007723
                     49,                 1.1049,                0.76755,                 1.2881,                0.89165,                0.87975,                0.93581,                0.62973,                 1.2373,                0.56301,                 1.4845,              0.0076735,              0.0076735,              0.0076735
                     50,                  1.102,                0.76378,                 1.2845,                0.90301,                0.86696,                0.93575,                0.62839,                 1.2419,                0.55495,                 1.4844,               0.007624,               0.007624,               0.007624
                     51,                 1.1046,                0.76314,                  1.289,                0.89623,                 0.8731,                0.93734,                0.62842,                 1.2447,                0.55353,                 1.4908,              0.0075745,              0.0075745,              0.0075745
                     52,                 1.1034,                0.76193,                 1.2857,                0.89423,                0.88387,                0.93829,                0.62815,                 1.2431,                0.55664,                 1.4908,               0.007525,               0.007525,               0.007525
                     53,                 1.0993,                0.75898,                  1.285,                0.89249,                0.87372,                0.93868,                0.62867,                 1.2443,                0.55577,                 1.4914,              0.0074755,              0.0074755,              0.0074755
                     54,                 1.0916,                0.74827,                  1.281,                0.88702,                0.88526,                0.93828,                0.62915,                  1.241,                0.55785,                 1.4892,               0.007426,               0.007426,               0.007426
                     55,                  1.094,                0.74729,                 1.2782,                 0.9053,                0.86254,                0.93761,                0.62827,                 1.2442,                0.55379,                 1.4935,              0.0073765,              0.0073765,              0.0073765
                     56,                 1.0915,                0.74937,                 1.2798,                0.89827,                0.87665,                0.93828,                0.62993,                 1.2409,                0.55537,                 1.4872,               0.007327,               0.007327,               0.007327
                     57,                 1.0931,                0.74396,                 1.2718,                0.89477,                0.87406,                0.93591,                0.62789,                 1.2418,                0.55749,                 1.4903,              0.0072775,              0.0072775,              0.0072775
                     58,                 1.0883,                0.74605,                 1.2798,                0.90055,                0.86754,                0.93835,                0.62934,                 1.2386,                0.54994,                  1.485,               0.007228,               0.007228,               0.007228
                     59,                  1.082,                  0.733,                 1.2731,                0.90477,                0.87545,                0.94103,                0.63436,                 1.2373,                0.54229,                 1.4857,              0.0071785,              0.0071785,              0.0071785
                     60,                 1.0822,                0.73895,                 1.2752,                0.91165,                0.87823,                0.94297,                0.63469,                 1.2387,                0.54002,                 1.4855,               0.007129,               0.007129,               0.007129
                     61,                 1.0849,                 0.7332,                 1.2765,                0.89748,                 0.8869,                0.94261,                0.63276,                 1.2439,                0.54179,                 1.4904,              0.0070795,              0.0070795,              0.0070795
                     62,                 1.0892,                0.73238,                 1.2773,                 0.9039,                0.87812,                0.93919,                0.62969,                 1.2409,                0.54462,                 1.4863,                0.00703,                0.00703,                0.00703
                     63,                  1.082,                0.72583,                 1.2736,                0.89747,                0.87985,                0.94151,                0.63316,                 1.2398,                0.53996,                 1.4854,              0.0069805,              0.0069805,              0.0069805
                     64,                 1.0725,                0.72114,                 1.2705,                0.89571,                0.88468,                0.93961,                0.63177,                 1.2434,                 0.5384,                 1.4886,               0.006931,               0.006931,               0.006931
                     65,                 1.0757,                0.72287,                 1.2691,                0.90129,                0.87772,                0.93795,                0.62938,                 1.2449,                0.54106,                 1.4935,              0.0068815,              0.0068815,              0.0068815
                     66,                 1.0726,                0.72127,                 1.2704,                0.91008,                0.87338,                0.94136,                0.63109,                 1.2442,                0.53738,                 1.4919,               0.006832,               0.006832,               0.006832
                     67,                 1.0686,                0.71812,                  1.265,                0.89635,                0.88606,                0.94023,                0.63305,                 1.2488,                0.53687,                 1.4963,              0.0067825,              0.0067825,              0.0067825
                     68,                 1.0646,                0.70716,                 1.2632,                0.90697,                0.87275,                0.94166,                0.63243,                 1.2451,                0.53676,                 1.4937,               0.006733,               0.006733,               0.006733
                     69,                 1.0697,                0.70632,                 1.2683,                0.90096,                0.88024,                0.94124,                0.63379,                 1.2428,                0.53327,                  1.492,              0.0066835,              0.0066835,              0.0066835
                     70,                 1.0662,                0.70312,                 1.2677,                0.90274,                0.87637,                0.94052,                0.63385,                 1.2431,                0.53747,                 1.4915,               0.006634,               0.006634,               0.006634
                     71,                 1.0628,                0.70548,                 1.2646,                0.88866,                0.88944,                0.93907,                0.63298,                 1.2414,                0.53979,                 1.4914,              0.0065845,              0.0065845,              0.0065845
                     72,                 1.0606,                0.70314,                 1.2662,                0.87918,                 0.9021,                0.93931,                0.63509,                 1.2418,                0.53573,                 1.4937,               0.006535,               0.006535,               0.006535
                     73,                 1.0548,                 0.6963,                 1.2632,                0.90292,                0.87444,                 0.9364,                0.63144,                 1.2441,                0.53779,                  1.497,              0.0064855,              0.0064855,              0.0064855
                     74,                 1.0474,                0.68822,                 1.2586,                0.89724,                0.87952,                0.93634,                0.63046,                 1.2457,                0.54024,                  1.498,               0.006436,               0.006436,               0.006436
                     75,                 1.0557,                 0.6966,                 1.2568,                0.89979,                0.87815,                0.93738,                0.63106,                 1.2448,                0.53798,                 1.4967,              0.0063865,              0.0063865,              0.0063865
                     76,                 1.0492,                 0.6893,                  1.256,                0.89876,                0.87871,                0.93938,                0.63291,                 1.2454,                0.53483,                 1.4968,               0.006337,               0.006337,               0.006337
                     77,                   1.05,                0.67708,                  1.254,                0.88745,                0.89092,                0.93937,                0.63282,                  1.246,                0.53378,                 1.4985,              0.0062875,              0.0062875,              0.0062875
                     78,                  1.049,                0.68587,                 1.2526,                0.90873,                0.87106,                 0.9398,                0.63383,                 1.2466,                0.53212,                 1.4983,               0.006238,               0.006238,               0.006238
                     79,                 1.0493,                0.68098,                 1.2566,                0.89602,                0.88718,                0.94017,                0.63554,                 1.2466,                0.53074,                 1.4983,              0.0061885,              0.0061885,              0.0061885
                     80,                   1.04,                0.67725,                 1.2506,                 0.9009,                 0.8811,                0.94056,                0.63562,                 1.2466,                 0.5317,                 1.4986,               0.006139,               0.006139,               0.006139
                     81,                 1.0384,                0.67304,                 1.2522,                0.90769,                0.87456,                0.93945,                0.63543,                 1.2472,                0.53233,                 1.4994,              0.0060895,              0.0060895,              0.0060895
                     82,                 1.0393,                0.67497,                 1.2473,                0.91221,                0.87004,                0.94025,                0.63584,                 1.2478,                0.52981,                 1.5003,                0.00604,                0.00604,                0.00604
                     83,                 1.0337,                0.66948,                 1.2461,                0.90831,                0.87371,                0.94147,                0.63587,                 1.2477,                0.53084,                 1.5003,              0.0059905,              0.0059905,              0.0059905
                     84,                 1.0334,                0.66061,                 1.2427,                0.91792,                0.86603,                 0.9409,                0.63442,                 1.2494,                0.53237,                 1.5014,               0.005941,               0.005941,               0.005941
                     85,                  1.032,                 0.6661,                 1.2484,                0.90116,                0.87801,                0.94088,                0.63539,                 1.2515,                0.53393,                 1.5027,              0.0058915,              0.0058915,              0.0058915
                     86,                 1.0303,                0.66687,                 1.2441,                0.89655,                0.88378,                0.93905,                0.63496,                 1.2523,                0.53449,                 1.5033,               0.005842,               0.005842,               0.005842
                     87,                 1.0327,                0.66021,                 1.2436,                0.89876,                0.87596,                0.93925,                0.63463,                 1.2529,                0.53422,                 1.5042,              0.0057925,              0.0057925,              0.0057925
                     88,                 1.0286,                0.66167,                 1.2467,                0.92105,                0.85732,                 0.9401,                 0.6358,                  1.252,                0.53114,                 1.5045,               0.005743,               0.005743,               0.005743
                     89,                 1.0208,                0.64977,                 1.2418,                0.92407,                0.85805,                0.94071,                0.63661,                 1.2523,                0.52816,                 1.5046,              0.0056935,              0.0056935,              0.0056935
                     90,                  1.015,                0.64823,                 1.2362,                0.89175,                0.88809,                0.94095,                 0.6383,                 1.2517,                0.52637,                 1.5042,               0.005644,               0.005644,               0.005644
                     91,                 1.0124,                0.64833,                 1.2317,                0.89763,                0.88739,                 0.9413,                0.63853,                 1.2518,                0.52586,                 1.5049,              0.0055945,              0.0055945,              0.0055945
                     92,                 1.0128,                0.64638,                 1.2312,                0.89932,                0.88544,                0.94175,                0.63756,                  1.251,                0.52446,                 1.5047,               0.005545,               0.005545,               0.005545
                     93,                 1.0129,                0.64114,                 1.2351,                0.90081,                0.88719,                0.94339,                0.63781,                 1.2507,                0.52352,                 1.5052,              0.0054955,              0.0054955,              0.0054955
                     94,                 1.0101,                0.64543,                  1.234,                0.90552,                0.88598,                0.94349,                0.63862,                 1.2504,                 0.5238,                 1.5057,               0.005446,               0.005446,               0.005446
                     95,                 1.0055,                0.64111,                 1.2309,                0.90481,                0.88241,                0.94217,                0.63927,                 1.2499,                0.52409,                 1.5057,              0.0053965,              0.0053965,              0.0053965
                     96,                 1.0085,                0.63946,                 1.2324,                0.90253,                0.88227,                0.94183,                0.63866,                 1.2501,                0.52479,                 1.5063,               0.005347,               0.005347,               0.005347
                     97,                 1.0046,                0.62888,                 1.2284,                0.90834,                0.87817,                0.94009,                0.63804,                 1.2498,                0.52567,                 1.5064,              0.0052975,              0.0052975,              0.0052975
                     98,                0.99675,                0.63209,                 1.2249,                0.90535,                0.88155,                0.94044,                0.63878,                 1.2496,                0.52539,                 1.5073,               0.005248,               0.005248,               0.005248
                     99,                 1.0015,                0.63401,                 1.2281,                0.90371,                 0.8835,                0.93999,                0.63831,                 1.2506,                0.52582,                 1.5081,              0.0051985,              0.0051985,              0.0051985
                    100,                 0.9968,                0.62527,                 1.2254,                0.90521,                0.87856,                0.93942,                0.63892,                 1.2517,                0.52607,                 1.5096,               0.005149,               0.005149,               0.005149
                    101,                0.98827,                0.62231,                 1.2222,                0.90936,                0.87444,                0.93946,                0.63967,                  1.252,                0.52603,                 1.5103,              0.0050995,              0.0050995,              0.0050995
                    102,                0.98271,                0.61783,                 1.2157,                0.90554,                0.87687,                  0.939,                0.63933,                  1.252,                0.52659,                 1.5111,                0.00505,                0.00505,                0.00505
                    103,                0.98569,                0.61709,                 1.2182,                0.90466,                0.87752,                0.93894,                0.64027,                 1.2519,                0.52619,                 1.5123,              0.0050005,              0.0050005,              0.0050005
                    104,                0.98429,                0.61293,                 1.2159,                 0.9037,                0.88105,                0.93957,                0.63984,                 1.2522,                0.52631,                 1.5132,               0.004951,               0.004951,               0.004951
                    105,                0.98123,                0.61556,                  1.219,                0.90367,                0.87738,                0.93953,                0.63921,                 1.2523,                0.52646,                 1.5138,              0.0049015,              0.0049015,              0.0049015
                    106,                0.97722,                0.60706,                 1.2158,                0.90947,                0.87334,                 0.9396,                0.63881,                 1.2525,                0.52608,                 1.5145,               0.004852,               0.004852,               0.004852
                    107,                0.98491,                0.61546,                 1.2173,                0.91856,                0.86849,                0.93998,                0.63937,                 1.2527,                0.52628,                  1.515,              0.0048025,              0.0048025,              0.0048025
                    108,                0.96996,                 0.6082,                 1.2098,                0.91012,                0.87339,                0.93948,                0.63853,                 1.2533,                0.52634,                 1.5159,               0.004753,               0.004753,               0.004753
                    109,                0.97305,                 0.6106,                 1.2127,                 0.9187,                0.86918,                0.93951,                0.63858,                  1.254,                 0.5263,                 1.5171,              0.0047035,              0.0047035,              0.0047035
                    110,                0.96908,                0.60311,                 1.2113,                0.92255,                 0.8685,                0.93962,                0.63781,                 1.2553,                 0.5263,                 1.5186,               0.004654,               0.004654,               0.004654
                    111,                0.95804,                0.59939,                  1.205,                0.92249,                0.86724,                0.93936,                 0.6382,                  1.256,                0.52647,                 1.5197,              0.0046045,              0.0046045,              0.0046045
                    112,                0.96701,                0.60148,                 1.2104,                0.92342,                0.86575,                0.93949,                0.63823,                 1.2562,                0.52592,                 1.5205,               0.004555,               0.004555,               0.004555
                    113,                 0.9624,                 0.5973,                 1.2049,                0.92381,                0.86634,                 0.9388,                0.63758,                 1.2566,                0.52653,                 1.5214,              0.0045055,              0.0045055,              0.0045055
                    114,                0.95589,                 0.5927,                  1.199,                0.92306,                 0.8661,                0.93886,                0.63764,                 1.2572,                0.52653,                 1.5222,               0.004456,               0.004456,               0.004456
                    115,                0.95159,                0.59365,                 1.1995,                0.92421,                0.86449,                0.93856,                0.63762,                 1.2576,                0.52692,                 1.5229,              0.0044065,              0.0044065,              0.0044065
                    116,                0.95247,                0.59182,                 1.1988,                0.92561,                0.86363,                0.93872,                0.63745,                 1.2583,                0.52698,                 1.5237,               0.004357,               0.004357,               0.004357
                    117,                0.94462,                0.58281,                 1.1969,                0.92629,                0.86299,                0.93854,                0.63689,                 1.2587,                0.52713,                 1.5248,              0.0043075,              0.0043075,              0.0043075
                    118,                0.94772,                0.58364,                 1.1976,                0.92342,                0.86487,                0.93903,                 0.6368,                 1.2594,                0.52712,                 1.5255,               0.004258,               0.004258,               0.004258
                    119,                 0.9422,                0.57709,                 1.1938,                 0.9269,                0.86152,                0.93893,                 0.6368,                 1.2598,                0.52754,                 1.5262,              0.0042085,              0.0042085,              0.0042085
                    120,                0.93903,                0.57354,                 1.1941,                 0.9271,                0.86036,                0.93879,                0.63694,                 1.2606,                0.52796,                 1.5273,               0.004159,               0.004159,               0.004159
                    121,                 0.9402,                0.57749,                  1.197,                0.92489,                0.86215,                0.93855,                0.63648,                 1.2614,                0.52797,                 1.5286,              0.0041095,              0.0041095,              0.0041095
                    122,                0.93859,                 0.5779,                 1.1941,                0.93041,                0.85769,                0.93862,                0.63627,                 1.2623,                0.52838,                 1.5299,                0.00406,                0.00406,                0.00406
                    123,                0.93112,                0.56991,                 1.1925,                0.92915,                0.85834,                0.93869,                0.63565,                 1.2628,                0.52813,                 1.5308,              0.0040105,              0.0040105,              0.0040105
                    124,                0.92844,                0.56775,                 1.1875,                0.92846,                0.85959,                0.93877,                0.63546,                 1.2631,                0.52823,                 1.5313,               0.003961,               0.003961,               0.003961
                    125,                0.92394,                0.56383,                 1.1844,                0.92742,                0.86104,                 0.9385,                0.63557,                 1.2635,                0.52784,                  1.532,              0.0039115,              0.0039115,              0.0039115
                    126,                0.92163,                0.56842,                 1.1842,                0.92766,                0.86128,                0.93851,                0.63602,                  1.264,                0.52833,                 1.5327,               0.003862,               0.003862,               0.003862
                    127,                0.91738,                0.55989,                 1.1797,                0.92797,                0.86211,                0.93851,                0.63618,                 1.2645,                0.52846,                 1.5335,              0.0038125,              0.0038125,              0.0038125
                    128,                0.92128,                0.57414,                 1.1853,                0.92555,                0.86117,                0.93794,                0.63546,                 1.2649,                 0.5287,                 1.5342,               0.003763,               0.003763,               0.003763
                    129,                  0.911,                0.56587,                 1.1793,                0.92454,                0.86215,                0.93784,                0.63565,                 1.2652,                0.52895,                  1.535,              0.0037135,              0.0037135,              0.0037135
                    130,                0.90938,                0.55869,                 1.1793,                0.92457,                0.86399,                0.93775,                0.63546,                 1.2654,                0.52909,                 1.5358,               0.003664,               0.003664,               0.003664
                    131,                0.90793,                0.55041,                 1.1714,                0.92312,                0.86645,                0.93797,                  0.636,                 1.2659,                0.52918,                 1.5364,              0.0036145,              0.0036145,              0.0036145
                    132,                0.90313,                0.55269,                  1.174,                0.92148,                 0.8663,                0.93758,                0.63535,                 1.2662,                0.52951,                 1.5371,               0.003565,               0.003565,               0.003565
                    133,                0.90729,                0.55037,                 1.1754,                0.92003,                0.86664,                0.93789,                0.63577,                 1.2666,                0.53008,                 1.5377,              0.0035155,              0.0035155,              0.0035155
